5443227	fra	Marie a besoin d'un conseil.
8630338	fra	Il adore courir dans la cour.
330173	fra	C'est la répétition qui t'aide à te souvenir de quelque chose.
900435	fra	Où conduit cette rue ?
1905113	fra	Il a dit qu'il n'était pas entré dans la chambre, mais c'était un mensonge.
3661675	fra	Donnez-moi du feu pour allumer ma cigarette.
7778316	fra	Tu dois remercier Tom.
959494	fra	Tu es celle que j'attendais.
6443900	fra	Mets ça dans ton sac à dos.
6841202	fra	Êtes-vous psychologue ?
4227811	fra	Je ne l'ai jamais refait.
2387163	fra	Vous vous attardiez.
3525966	fra	Je me sens presque désolé pour toi.
6380972	fra	J'ai déjà essayé de faire cela trois fois.
7801859	fra	Tu ne devrais pas utiliser le mot « gay » comme une insulte.
6558629	fra	Marie a stérilisé le biberon.
7355588	fra	Sami demanda à Layla de ne pas toucher la boîte qui était sur le siège avant.
2215095	fra	Je trouvais des excuses.
5798299	fra	Tout ce que tu voudras, mon cher.
2120965	fra	Les tableaux de ce peintre ne me font ni chaud ni froid.
1385633	fra	Une question est-elle encore une phrase ?
4180830	fra	Je veux que Marie aille à l'étage.
1364195	fra	Nous lui laissâmes la décision finale.
5573164	fra	Et quel est le plan maintenant ?
4601545	fra	Ne sentez-vous rien ?
1171857	fra	Quelles sont les cinq premières lettres de votre adresse électronique ?
4115368	fra	J'ignorais comment.
7550515	fra	Je veux que tu portes celui-ci.
8700367	fra	Elle ne sait pas encore ce qu'elle veut faire.
8872810	fra	Les enfants ne doivent pas passer trop de temps devant les écrans.
5899587	fra	N'es-tu pas satisfait ?
847057	fra	Sa maison de campagne est sur la côte.
2923610	fra	Elle se douchait.
6459949	fra	Qui vous a mis en charge de la chorégraphie ?
879922	fra	L'image de la Terre vue de la Lune est une des icônes du XXe siècle.
5463555	fra	Il a perdu les numéros de téléphone de ses amis.
1690358	fra	Ils ont répondu à mes questions avec difficulté.
2731333	fra	Par courrier recommandé ?
8648786	fra	Même Tom souriait.
7896769	fra	J'ai trouvé des crayons de couleur pas chers, alors j'en ai acheté à mon fils.
3545280	fra	Quel délire !
8442910	fra	Je ne vais pas traîner leurs valises.
6373745	fra	Voulons-nous vraiment cela ?
1582351	fra	J'ai parcouru toutes les particularités de la chose, qu'elles me paraissent significatives ou pas.
7900197	fra	C'était tout sauf plaisant.
2604497	fra	Qu'étudie un soviétologue ?
4180827	fra	Je veux qu'elle aille à l'étage.
2341374	fra	Vous avez beaucoup de temps libre.
3812	fra	Même si tes phrases étaient effectivement vides de sens, au moins tu as la chance de savoir faire de belles phrases.
1364511	fra	À quelle heure prendras-tu ton petit déjeuner ?
6456029	fra	J'ai un permis pour cette arme.
1930199	fra	Je ne file pas leur laine.
488710	fra	Pourquoi étiez-vous absent hier ?
5574590	fra	J'aimerais une fourchette.
6843891	fra	J'ai une voisine canadienne.
15094	fra	Et si tu venais au cinéma avec moi ?
1010523	fra	L'agressivité du garçon crée des problèmes.
4585965	fra	Je viens volontiers !
2370222	fra	Elles s'agenouillaient.
135741	fra	"Je ne peux pas réfléchir avec ce bruit", dit-elle en regardant la machine à écrire.
4835672	fra	Je suis désolée si je vous ai effrayée.
5802224	fra	Veux-tu écouter mon histoire ou non ?
4489894	fra	Si Marika était une fée, toi, tu es un ange.
914861	fra	Est-il en train d'étudier ?
6155842	fra	Dans le ballon il y a encore un ballon.
4867322	fra	Vous pouvez tous aider.
3428143	fra	Cela faisait longtemps que je n'avais pas vu Tom aussi heureux.
4466066	fra	J'ai bien peur que vous ayez raison.
6154911	fra	Nul oiseau ne vole haut qu'avec ses propres ailes.
5513365	fra	Je regrette de vous faire des reproches.
4875325	fra	Est-ce là tout ce que vous pouvez dire ?
945231	fra	Ils sont fous ces Romains !
