810016	spa	Las personas que no se arriesgan nunca han tenido ningún problema.
3308909	spa	Mezcla pintura roja con azul.
723311	spa	Va a nevar.
1706365	spa	¡Queda claro el problema!
3897869	spa	Quisiera aprender a tocar el piano, la guitarra y la flauta.
6814513	spa	¿Por qué está la ropa en el suelo?
1943535	spa	Él va casi todos los días al río y pesca.
2916850	spa	Él me trata como un niño.
2082744	spa	Aprender otro idioma significa descubrir un mundo nuevo.
5834148	spa	Tom rompe las reglas.
4606596	spa	A Xōchitl le gusta coger flores de los naranjos.
7157428	spa	Yo necesito estudiar más.
2848622	spa	Hijo sabio, alegría del padre; hijo necio, disgusto de su madre.
5863880	spa	El rendimiento del bono es del 6%.
1409983	spa	Él quedó gravemente herido en el accidente.
4463346	spa	Tom sabe que no estamos ocupados.
2167207	spa	Mantengamos los dedos cruzados.
1136487	spa	¡No te muevas o te doy!
357304	spa	El hombre es el único animal que usa el fuego.
562139	spa	Firme aquí, por favor.
6892892	spa	¿Cómo ves tú este parka?
1648159	spa	No puedo pararla.
5442404	spa	¿Dónde está el colador para la pasta?
3302123	spa	Está guapo.
1872006	spa	Su sonrisa expresaba alegría.
3624207	spa	Es nuestra tarea proteger a Tom.
646610	spa	La ciencia produjo la bomba atómica.
4158442	spa	María creía que Tomás no había acudido a la fiesta de Halloween, cuando en realidad él estaba observándola en secreto detrás de su máscara de hombre lobo.
3779428	spa	Querría estar en París.
6832602	spa	Me gustaría haber estudiado francés cuando era más joven.
1205634	spa	No me pueden arrestar por ser un payaso.
4928068	spa	Olviden que dije eso.
1022348	spa	La explotación forestal ilegal ha disminuido considerablemente.
2270026	spa	Tenemos que darnos prisa no sea que cierren la tienda.
3137772	spa	¿Vieron la silla de ruedas del abuelo?
7930023	spa	¡Pero qué lindos son estos ratoncitos!
8445405	spa	Mucha gente va a estudiar a la biblioteca.
1610634	spa	No te vayas hasta que estemos allí.
573786	spa	Nuestra verdadera nacionalidad es la humanidad.
1809819	spa	No tengas miedo de cometer errores cuando hables en inglés.
2157137	spa	Esta carne permanece bien en climas fríos.
1001489	spa	Lo lamento, no aceptamos cheques.
1719931	spa	El turismo es un área económica preferente en la relación entre España y Rusia. ¿Por qué? Porque hay un gran incremento de turistas españoles hacia Rusia. Estamos ya en una cifra de quinientos mil turistas. Por tanto hemos hecho un acuerdo para estimular, para favorecer, para follar... para apoyar ese turismo.
1369852	spa	Sé que él sabe dibujar.
1648793	spa	Tom no quiere hablar de eso.
1628225	spa	¿Hay algo que podamos hacer?
6760571	spa	La puerta de la habitación de Tom estaba cerrada.
5718497	spa	No echo azúcar al café.
8312631	spa	Las papeletas contienen los nombres de los candidatos.
6034973	spa	Me gusta mirar las nubes.
2914436	spa	No está permitido.
1642356	spa	Me duele un poco la espalda.
1199332	spa	Él no se avergüenza de que su padre sea pobre.
3100083	spa	Estos libros son viejos.
1469089	spa	Aaron fue asesinado a sangre fría por Mary.
4721926	spa	No es mi coche.
591128	spa	Alguien me agarró por el brazo.
3603166	spa	Oye, Tom, ábreme.
8781353	spa	Tom llegó 3 minutos antes.
1879168	spa	¿Me enseñas las reglas, por favor?
6003108	spa	Ella habla inglés.
1604555	spa	Suspendí las pruebas.
778380	spa	¿Has entendido qué ha dicho?
1393720	spa	La previsión del tiempo nos anuncia si lloverá o no.
3791250	spa	¡Me desmayo cada vez que veo sangre!
1071931	spa	Necesito algo de papel.
1901169	spa	Todo esto es culpa tuya.
6290079	spa	No se debe fumar aquí.
1307368	spa	Cuando recuperé el sentido, me pareció que me había crecido pelo en los dedos y en las rodillas. Cuando hubo un poco más de luz, miré mi reflejo en un manantial de la montaña, y me di cuenta de que me había convertido en un tigre.
1517041	spa	El río transcurre en medio de los dos países.
3305415	spa	El viejo estaba sentado en el banco.
1152278	spa	El número de víctimas del accidente fue de 5 muertos y 100 heridos.
6569824	spa	Las flores del jarrón se han marchitado.
8322235	spa	El zapato me queda pequeño.
991083	spa	Lo siento, no he podido escribir antes porque estaba enfermo.
6183509	spa	Da lo que tienes para que merezcas recibir lo que te falta.
646909	spa	¿Has perdido peso?
3241636	spa	Saturno devoró a sus hijos.
1785101	spa	¡Dame una cervecita!
1834331	spa	Judy pasa mucho tiempo mirándose en el espejo.
1901183	spa	Ellos no me han herido.
2351575	spa	Es mi bebé.
748665	spa	Él no tiene parangón en el campo de la electrónica.
5455466	spa	Sentimos simpatía hacia ella.
458750	spa	Es mío, no suyo.
2061450	spa	"Manzana" es un sustantivo contable, así que gramaticalmente tiene sentido el tener cinco manzanas.
2154702	spa	No debes dejar que ella salga cuando esté oscuro.
1687292	spa	No puedo ronronear como un gato. ¡Soy un perro!
4506160	spa	Él le está lanzando una penetrante mirada.
3126026	spa	Esta es una frase temporal.
2429806	spa	Si no fuese por la música, el mundo sería un lugar aburrido.
1871498	spa	Él es miembro de la Dieta.
6719248	spa	¿Por qué razón?
2227258	spa	Los heridos fueron transportados en ambulancia.
2344030	spa	Caminaba con un bastón en la mano.
1684326	spa	Si el gato caza no maúlla.
1553953	spa	¿Por cuánto tiempo has vivido en Kobe?
5648884	spa	Tom está realmente preocupado por Mary.
1451448	spa	Hazlo de esta manera.
6630750	spa	Vengan aquí ustedes dos.
1667151	spa	Visito a mi abuela dos veces a la semana.
1546400	spa	Estás viendo a un hombre.
1677810	spa	Ella respondió con lágrimas.
1006314	spa	Eso es desolador.
1685790	spa	Tom cogió ese hábito de su padre.
974544	spa	El estado de Espírito Santo va a aumentar la producción de ananá.
4410036	spa	Me perdí lo que dijiste.
581049	spa	¿Hay mensajes para mí?
410405	spa	El taxi está esperando afuera.
547187	spa	¿Has pensado más acerca de lo que te dije?
1297011	spa	Sólo un verdadero artista consiente a cantar para su cena, porque sabe que de esa manera sabrá mejor.
2906849	spa	Tom es quien hizo esto.
7523060	spa	Hay nieve en las montañas.
3975577	spa	Este mapa muestra todos los puntos turísticos de la ciudad, estaciones de tren, subte y paradas de colectivos.
2074045	spa	¡Eres guapísima!
5940237	spa	Intenta que te respeten.
4343072	spa	Mandame las fotos.
761983	spa	David tiene tantas novias que no consigue recordar el nombre de todas ellas.
1296859	spa	Este diente está suelto.
2429180	spa	¿Te puedo visitar hoy?
1253070	spa	Eres ingenuo al creer eso.
5704829	spa	Mary es realmente estupenda. Cocinó una comida espléndida para mí y luego incluso lavó los platos.
5714318	spa	Tom tiene una forma rara de hablar.
2105832	spa	La paloma es un famoso símbolo de paz.
2943134	spa	El orgullo patriótico cuenta entre una de esas cosas que jamás he entendido.
638699	spa	El problema es que está sin un céntimo.
2774984	spa	La clonación de personas nos pone ante serios problemas éticos.
7303362	spa	Tom está ciego ahora.
753044	spa	Cuando me vio, salió corriendo.
5022144	spa	Se puso colorada cuando te tiré un beso.
5071173	spa	Ellos lo desprecian.
7947478	spa	Me pregunto si Tom y Mary estuvieron aquí ayer.
5414369	spa	No deje que ella se coma esto.
972996	spa	Él sigue cometiendo el mismo error.
4010316	spa	Tom le debe mucho dinero a María.
